id,slug,gene name,gene family,description,automated?
505fa1601e26740002000072,post-world-war-ii-school-of-paris,Post-World War II School of Paris,Styles and Movements,"_""The number, the diversity of movements and the personalities of the creating artists, not ... a school but rather a salutary anti-school."" —[Pierre Soulages](/artist/pierre-soulages)_

A center of artistic innovation in the early 20th century, Paris welcomed back a cohort of important modern artists after WWII, including [Matisse](/artist/henri-matisse), [Picasso](/artist/pablo-picasso), and [Giacometti](/artist/alberto-giacometti). It also hosted a new generation of international artists, working in a variety of styles and together revitalizing the Paris art scene. Perhaps most closely associated with this loose, geographical community is a style of lyrical abstraction practiced by Soulages and [Nicolas de Staël](/artist/nicolas-de-stael), as well as the newly minted ""[Art Brut](/gene/art-brut)"". In this diverse artistic milieu, the Kineticism of [Victor Vasarely](/artist/victor-vasarely) and [Jean Tinguely](/artist/jean-tinguely) could be seen alongside Los Disidentes (a group of expatriate Latin American artists). A series of exhibitions in the 1950s helped to mythologize the School and cement for the public a list, however informal, of its members.",FALSE
5064a08c49bc880002000537,qing-dynasty,Qing Dynasty,Cultural and Religious Styles,"",TRUE
507478a6c9aa95000200176e,related-to-religion,Related to Religion,Subject Matter,"A general category for artworks that feature religious subject matter or are in some respect connected to religion, but are not immediately understood as works of religious art (i.e. those made for a church or sacred space). Examples come from a wide range of movements and include subject matter from Christian, Islamic, Buddhist, Hindu, and other faiths; these works are often understood as openly criticizing religious subject matter. Recent examples include controversial works like [Andres Serrano](/artist/andres-serrano)'s _Piss Christ_ and [Chris Ofili](/artist/chris-ofili)'s _The Holy Virgin Mary_ (which included elephant dung).",FALSE
5078769ce8db2100020005b5,post-war-european-art,Post-War European Art,Styles and Movements,"A general category for European artists working in the period following World War II (roughly 1945-70). Though necessarily broad, in general this group of artists attempted to re-establish identity and cope with the trauma of the war, the onset of the Cold War, and the shift in the art world center from New York to Paris. The period saw a multitude of movements appear across the continent—including Tachisme, [Art Informel](/gene/art-informel), [Nouveau Réalisme](/gene/nouveau-realisme), [Fluxus](/gene/fluxus), and [Arte Povera](/gene/arte-povera)—both originating in Europe and informed by international developments, particularly in the United States and Japan. Some of the countless major artists to emerge included [Jean Dubuffet](/artist/jean-dubuffet), [Alberto Giacometti](/artist/alberto-giacometti), and [Francis Bacon](/artist/francis-bacon).",TRUE
507c4bb3f18a5a0002001bc4,tapestry-and-wall-hanging,Tapestry and Wall Hanging,Textiles,"A form of [textile arts](/gene/textile-arts), tapestry making involves the often-meticulous process of weaving continuous and discontinuous threads of fabric to produce either pictorial or abstract designs. While the earliest tapestries date to 11th-century Germany, in several European centers the commercial production of tapestries for nobility began in the 14th century and expanded thereafter. Among the most iconic works produced during this period are the seven tapestries of [_The Hunt of the Unicorn_](/artwork/the-unicorn-at-bay-from-the-hunt-of-the-unicorn-tapestries), which are made of wool, silk, and metallic thread and follow a detailed, symbol-laden narrative. With changing tastes and attitudes in Europe, commercial tapestry production substantially decreased in the 19th century. Interest in tapestry was renewed in the late 19th century by the [Arts and Crafts movement](/gene/arts-and-crafts-movement) in England and the Wiener Werkstätte in Germany, which advocated preindustrial craftsmanship. In the 20th century, artist [Anni Albers](/artist/anni-albers) was a proponent of tapestry weaving at the [Bauhaus](/gene/bauhaus) and at [Black Mountain College](/gene/black-mountain-college), while present-day artists such as [Sheila Hicks](/artist/sheila-hicks) continue in this tradition. [Alighiero e Boetti](/artist/alighiero-e-boetti) is known for involving other craftsmen in the production of tapestries, while [El Anatsui](/artist/el-anatsui) incorporates scrap metal and discarded plastic into his intricate tapestry-like wall hangings.",TRUE
507c4d4ab5f0450002001b6b,jewelry,Jewelry,Artistic Disciplines,"A category for objects of personal adornment—such as rings, bracelets, necklaces, earrings, and pendants. Since antiquity, jewelry has often fulfilled a functional as well as decorative role, whether as protective and magical talismans or signifiers of wealth and power. Jewelry was also used to distinguish members of a particular religion or indicate social status, a tradition that persists to this day along with the custom of giving jewels as tokens of love and friendship. The art of jewelry-making includes intricate and delicate metalwork, gem engraving, enamel painting, and all different aspects of design.",TRUE
505ce943b6bf600002000162,art-of-the-congo,Art of the Congo,Cultural and Religious Styles,"",TRUE
5060aafc7b9158000200015d,eastern-zhou-dynasty,Eastern Zhou Dynasty,Cultural and Religious Styles,"",TRUE
5064a04377539e0002000585,ming-dynasty,Ming Dynasty,Cultural and Religious Styles,"",TRUE
506b655dbf313e00020014f7,art-of-the-upper-paleolithic,Art of the Upper Paleolithic,Cultural and Religious Styles,"",TRUE
507c4a66c51f290002001b92,vessel,Vessel,"Tableware, Vessels, and Objects","[Bowls](/gene/bowl), [vases](/gene/vase]), and other hollow containers characteristically used for liquids.",FALSE
507c6812f1a2ab0002000309,poster,Poster,Medium and Techniques,"Large printed pictures—usually a combination of images and words—that advertise events or messages. Posters are usually printed without regard for edition size and installed in public for a mass audience. The first large-scale color posters (printed using color lithography) appeared in the mid-19th century in Paris and became popular in other European countries and in the United States toward the end of the 19th century. Through the late 20th century, developments in [photography](/gene/photography) and [photomontage](/gene/photomontage) made posters one of the most influential forms of propaganda and advertising, as well as an important way in which youth culture identified itself.",FALSE
507c4f9bf18a5a0002001cb3,chrome-plated,Chrome-Plated,Materials,"While this category primarily concerns [design objects](/gene/design), it applies to any works featuring a chromium layer that has been electroplated onto all or part of its [metal](/gene/metal) or [plastic](/gene/plastic) surface(s). Chrome-plating is used to help surfaces resist abrasion and corrosion, as well as to create a highly polished finish. Chrome is most often associated with automobiles, particularly those of the 1950s and [’60s](/gene/1960s).",TRUE
507c50212ea57a0002001a50,wallpaper,Wallpaper,"Tableware, Vessels, and Objects","Decorative paper that is applied in strips to the walls of a room. In Europe, wallpaper became popular in the [17th century](/gene/17th-century). In the [18th century](/gene/18th-century), machines were developed for printing wallpaper, and during the [19th century](/gene/19th-century) it became widely available in varieties that contained as many as 20 colors. While wallpaper was popular during the first third of the [20th century](/gene/20th-century-art), Modernism’s preference for white walls led to its decline.",FALSE
508037a378fe1e0002000581,patinated-and-oxidized,Patinated and Oxidized,Visual Qualities,"Patination and oxidation are chemical reactions that change the surface appearance of metals like bronze or copper, creating a green, pigmented “patina,” or “verdigris.” This chemical change occurs naturally as metal ages, as with [ancient ritual bronzes](https://www.artsy.net/artwork/504604d92c4be800020002a4) from China, but it may also be the deliberate choice of the sculptor. Bronze sculptures from [classical Greece and Rome](https://www.artsy.net/gene/greek-and-roman-art-and-architecture/artworks?for_sale=&include_medium_filter_in_aggregation=true&medium=sculpture), such as the famous [_She-Wolf of the Capitoline_](https://www.artsy.net/artwork/she-wolf-of-the-capitoline), were cherished by [Renaissance](https://www.artsy.net/gene/renaissance/artworks?for_sale=&include_medium_filter_in_aggregation=true&medium=sculpture) artists like [Donatello](https://www.artsy.net/artist/donatello), who mimicked those works’ patina to connote antiquity. Today, contemporary artists like [Igor Mitoraj](https://www.artsy.net/artist/igor-mitoraj) replicate this aesthetic. Other artists have exploited oxidation processes for various formal effects, including [Andy Warhol’s](https://www.artsy.net/artist/andy-warhol) infamous Oxidation paintings—made from the reaction of urine on metallic copper paint—or the rust on [Richard Serra’s](https://www.artsy.net/artist/richard-serra) [_Tilted Arc_ (1981)](https://www.artsy.net/article/artsy-editorial-how-richard-serra-changed-the-course-of-public-art), the result of the public steel sculpture being subjected to the elements.",TRUE
